,Hindi,Sanskrit
3322,बहुत बड़ी economy develop हो रही है और यात्रियों की आवश्यकता के अनुसार लोग वहाँ सुविधाएँ पैदा कर रहे हैं |,"तत्र बृहदाकारा अर्थव्यवस्था विकसमाना वर्तते, यत्र यात्रिणां आवश्यकतानुसारेण जनाः सौविध्यविकासं कुर्वन्ति।"
3323,सरकार भी अपनी भूमिका निभा रही है |,सर्वकारः अपि तत्र स्वीयां भूमिकां निर्वहति।
3324,साथियों कौन हिन्दुस्तानी होगा जिसको इस बात का गर्व नहीं होगा कि पिछले दिनों time magazine ने दुनिया के 100 महत्वपूर्ण tourist destination में Statue of Unity को भी अहम् स्थान दिया है |,मित्राणि! सर्वेऽपि भारतवासिनः गर्वं अनुभवन्ति यत् विगतेषु दिनेषु ‘टाइम’ इति पत्रिकया ‘स्टेच्यू ऑफ यूनिटी’ इति विश्वस्य शतेषु सर्वाधिकमहत्त्वाधायिसु पर्यटकस्थलेषु परिगणितास्ति।
3325,"मुझे आशा है कि आप सभी लोग अपने कीमती समय से कुछ वक़्त निकाल कर Statue of Unity देखने तो जाएंगे ही, लेकिन, मेरा आग्रह जो है कि हर हिन्दुस्तानी जो यात्रा करने के लिए समय निकालता है वह भारत के कम से कम 15 Tourist Destinations परिवार के साथ करें, जहाँ जाए वहाँ रात को रुकें, यह मेरा आग्रह तो बरक़रार है ही है |","अहं आशान्वितः अस्मि यत्भवन्तः अपि स्वीयव्यापृतजीवने कञ्चित् अवसरं प्राप्य ‘स्टेच्यू ऑफ यूनिटी’ इत्यस्याः दर्शनार्थं गमिष्यन्ति।
येऽपि भारतवासिनः यात्रायै अवसरं प्राप्नुवन्ति, ते भारतस्य न्यूनान्न्यूनं पंचदश पर्यटनस्थलानां यात्रां सपरिवारं रात्रिवाससहितं कुर्वन्तु।"
3326,"साथियो, जैसा कि आप जानते है 2014 से हर साल 31 अक्तूबर को ‘राष्ट्रीय एकता दिवस’ मनाया जाता है |","यथा भवन्तः जानन्ति, चतुर्दशोत्तरद्विसहस्रतमवर्षादारभ्य ऑक्टोबरस्य एकत्रिंशत्तमः दिवसः राष्ट्रीयैकतादिवसत्वेन आमान्यते।"
3327,"यह दिन, हमें, अपने देश की एकता, अखंडता और सुरक्षा की हर कीमत पर रक्षा करने का सन्देश देता है |","एषः दिवसः अस्मान् स्वीयदेशस्य एकताखण्डता, सुरक्षायाश्च पालनार्थं प्रेरयति।"
3328,"31 अक्तूबर को, हर बार की तरह Run for Unity का आयोजन भी किया जा रहा है |",ऑक्टोबरे एकत्रिंशत्तमे दिने यथापूर्वं ‘रन फॉर यूनिटी’ इत्यस्य आयोजनं अपि क्रियते।
3329,"इसमें समाज के हर वर्ग के, हर तबके के लोग शामिल होंगे |","अस्मिन् समाजस्य प्रत्येकमपि वर्गस्य, विभागस्य च जनाः सहभागिनः भविष्यन्ति।"
3330,"Run for Unity इस बात का प्रतीक है, यह देश एक है |",‘रन फॉर यूनिटी’ इति एकता धावनम् देशस्य ऐक्यस्य-
3331,एक दिशा मे चल रहा है और एक लक्ष्य को प्राप्त करना चाहता है |, एक दिशायाः एकलक्ष्यस्य च प्रतीकत्वेन वर्तते।
3332,"एक लक्ष्य - एक भारत, श्रेष्ठ भारत Iपिछले पांच साल देखा गया है - न सिर्फ़ दिल्ली लेकिन हिन्दुस्तान के सैकड़ों शहरों में, केंद्र शासित प्रदेशों में, राजधानियों में, जिला केन्द्रों में, छोटे-छोटे टियर-टू-टियर थ्री सिटी में भी बहुत बड़ी मात्रा में पुरुष हो, महिला हो, शहर के लोग हों, गाँव के लोग हों, बालक हो, नौजवान हो, वृद्ध लोग हों, दिव्यांगजन हो, सब लोग बहुत बड़ी मात्रा में शामिल हो रहे हैं |","तल्लक्ष्यम् एकभारतम्, श्रेष्ठभारतम् इत्यस्यैव निर्माणं वर्तते। गत पञ्चवर्षेषु दृष्टं, यत् न केवलं दिल्ल्यां अपितु हिन्दुस्थानस्य अनेकेषु नगरेषु, केन्द्रशासितप्रदेशेषु, राजधानीषु, जनपदकेन्द्रेषु, लघु लघुषु टियर-टू-टियर थ्री-सिटी इत्यभिधेयनगरेषु बृहन्मात्रायां, भवन्तु नाम पुरुषा:, महिला:भवन्ति"
3333,"वैसे भी, आजकल, देखें तो लोगों में मैराथन को लेकर के एक शौक और जूनून देखने को मिल रहा है |","
एवमेव, साम्प्रतम् अवलोकयेम चेत् यज्जनेषु मैराथन इति दीर्घधावनम् निध्याय प्रबला रुचि:।"
3334,Run For Unity भी तो एक ऐसा ही अनोखा provision है |,Run For Unity इति ऐक्यभावनायै धावनमपि अपूर्वं प्रावधानं विद्यते।
3335,दौड़ना मन-मस्तिष्क और शरीर सबके लिए फायदेमंद है |,धावनं मनोमस्तिष्काभ्यां शरीराय च लाभप्रदं वर्तते।
3336,"यहाँ तो दौड़ना भी है FIT India के भाव को चरितार्थ भी करते हैं, साथ-साथ, एक भारत - श्रेष्ठ भारत ये purpose से भी हम जुड़ जाते हैं |","अत्र तु धावनमपि वर्तते, FIT INDIA इति स्वस्थभारतस्य भावनां चरितार्थां कुर्वन्ति, सममेव एकभारतम् श्रेष्ठभारतम्  उद्देश्येन साकम् अपि सम्पृक्ति:।"
3337,"और इसलिए सिर्फ शरीर नहीं, मन और संस्कार भारत की एकता के लिए भारत को नई उचाईयों पर पहुँचाने के लिये |","अत एव केवलं शरीराय नैव, मानससंस्काराभ्यां, भारतस्य ऐक्याय, भारतं नूतनशिखरे समुन्नेतुं च विद्यते।"
3338,"और इसलिए आप जिस भी शहर में रहते हों, वहाँ, अपने आसपास Run For Unity के बारे में पता कर सकते हैं |","Run For Unity इत्यस्मिन् विषये ज्ञातुं शक्नुवन्ति,"
3339,इसके लिए एक Portal Launch किया गया है runforunity.gov.in |," एतदर्थम् अन्तर्जालपुटकपि प्रख्यापितम्, तदस्तिrunforunity.gov.in इति"
3340,इस portal में देशभर की उन जगहों की जानकारी दी गई है जहाँ पर Run For Unity का आयोजन होना है |,अत्र पुटके देशस्य तेषां नगराणां विवरणं प्रदत्तमस्ति यत्र Run For Unity इत्यस्य आयोजनं भविष्यति।
3341,"मुझे उम्मीद है कि आप सब 31 अक्तूबर को ज़रूर दौड़ेगें - भारत की एकता के लिए, ख़ुद की Fitness के लिये भी |","ओक्टोबरमासे एकत्रिंश्याम् आयोजनेऽस्मिन् धावने अवश्यं सहभागिनो भविष्यन्ति।भारतस्य ऐक्याय, आत्मनः सुस्वास्थ्याय चापि।"
3342,"मेरे प्यारे देशवासियो, सरदार पटेल ने देश को एकता के सूत्र में बांधा |","
मम प्रिया: देशवासिनः, सरदार-पटेलेन राष्ट्रम् ऐक्यसूत्रे निबद्धम्।"
3343,"एकता का ये मंत्र हमारे जीवन में संस्कार की तरह है और भारत जैसे विविधताओं से भरे देश में हमें हर स्तर पर, हर डगर पर, हर मोड़ पर, हर पड़ाव पर, एकता के इस मंत्र को मज़बूती देते रहना चाहिए |","ऐक्यस्य अयं मन्त्रः, अस्माकं जीवने संस्कारमिव वर्तते। भारत-सदृशे वैविध्यपूर्णे देशे अस्माभि: प्रत्येकं स्तरे, प्रत्येकं पथि, प्रत्येकं स्थात्रे, प्रत्येकमपि आस्थानके च ऐक्यमन्त्रः सततं दृढीकर्तव्यः।"
3344,"मेरे प्यारे देशवासियो, देश की एकता और आपसी सदभावना को सशक्त करने के लिए हमारा समाज हमेशा से बहुत सक्रिय और सतर्क रहा है |","मम प्रिया: देशवासिनः, देशस्य ऐक्यं परस्पर-सद्भावनां च क्षमीकर्तुं अस्माकं समाज:
 सर्वदैव अतितरां सक्रिय:।"
3345,"हम अपने आसपास ही देखें तो ऐसे कई उदाहरण मिलेगें जो आपसी सदभाव को बढ़ाने के लिए निरंतर काम करते रहे हैं, लेकिन, कई बार ऐसा भी होता है कि समाज के प्रयास, उसका योगदान, स्मृति पटल से बहुत जल्द ओझल हो जाता है |","वयं स्वं परितः पश्येम चेत्, नैकानि तादृंशि उदाहरणानि प्राप्स्यामो, यानि परस्परसद्भावं सम्वर्धयितुं निरन्तरं कार्याचरणं कुर्वन्त: सन्ति। कदाचित् एवमपि भवति यत् समाजस्य प्रयास"
3346,"साथियो, मुझे याद है कि सितम्बर 2010 में जब राम जन्मभूमि पर इलाहाबाद हाईकोर्ट ने अपना फैसला सुनाया |","सखायः, स्मर्यते मया यत् दशोत्तरद्विसहस्रतमाब्दस्य ईस्वीयवर्षस्य सेप्टेम्बरमासे यदा इलाहाबादोच्चन्यायालयेन रामजन्मभूमिविषयकः स्वीयनिर्णय: घोषितः।"
3347,"जरा उन दिनों को याद कीजिये, कैसा माहौल था |","किञ्चित् स्मरन्तु तानि दिनानि, कीदृशः परिवेशः आसीत् । "
3348,भांति-भांति के कितने लोग मैदान में आ गये थे |,भिन्न-प्रकारका: सम्मुखमागता: आसन्। 
3349,कैसे-कैसे Interest Groups उस परिस्थितियों का अपने-अपने तरीके से फ़ायदा उठाने के लिए खेल खेल रहे थे |,केन प्रकारेण लाभापेक्षिण: समूहाः स्वप्रकारेण परिस्थिते: लाभार्जनाय क्रीडन्त:आसन्।
3350,"माहौल में गर्माहट पैदा करने के लिए, किस-किस प्रकार की भाषा बोली जाती थी |","
स्थितिम् उद्वेलयितुं कीदृशी भाषा अभिभाष्यते स्म। "
3351,भिन्न-भिन्न स्वरों में तीखापन भरने का भी प्रयास होता था |,विविधस्वरेषु उग्रताप्रकर्षाय प्रयासाः भवन्ति स्म।
3352,"कुछ बयानबाजों ने और कुछ बड़बोलों ने सिर्फ और सिर्फ खुद को चमकाने के इरादे से न जाने क्या-क्या बोल दिया था, कैसी-कैसी गैर - ज़िम्मेवार बातें की थी हमें सब याद है |","कतिपयैः वाचालैः उद्दामवक्तृभि: च केवलं आत्मन: प्रकर्षाय किं किं दायित्वहीनं प्रजल्पितमासीत्, कीदृशं च दायित्वरहितं वाग्विडम्बनं विजल्पितमासीत्, तत् सर्वम् अस्माभिः सुस्मर्यते।"
3353,"लेकिन ये सब, पांच दिन, सात दिन, दस दिन, चलता रहा, लेकिन, जैसा ही फैसला आया, एक आनंददायक, आश्चर्यजनक बदलाव देश ने महसूस किया |","परमिदं केवलं पञ्च वा सप्त वा दश दिनानि यावदेव प्रचलितम्, परं यथैव निर्णय: समागत: तदा एकम् आनन्ददायकम्, आश्चर्यजनकं च परिवर्तनं देशेन अनुभूतम्।"
3354,"एक तरफ दो हफ्ते तक गर्माहट के लिए सब कुछ हुआ था, लेकिन, जब राम जन्मभूमि पर फैसला आया तब सरकार ने, राजनैतिक दलों ने, सामाजिक संगठनों ने, civil society ने, सभी सम्प्रदायों के प्रतिनिधियों ने, साधु-संतों ने बहुत ही संतुलित और संयमित बयान दिए |","एकतो द्विसप्ताहं यावत् विक्षेपविवर्धनार्थं सर्वम् अभवत्, परं यदा रामजन्मभूमेः निर्णय: तदा प्रशासनेन, राजनीतिकदलै:, सामाजिकसङ्घटनै:, सामान्यजनै:,"
3355,माहौल से तनाव कम करने का प्रयास |,स्थित्या: चिन्तामपाकर्तुं प्रयासाः कृता:।
3356,"न्यायपालिका की गरिमा को बहुत ही गौरवपूर्ण रूप से सम्मान दिया और कहीं पर भी गर्माहट का, तनाव का माहौल नहीं बनने दिया |",न्यायपालिकाया:गरिम्णे गौरवपूर्ण रूपेण सम्माननं प्रदत्तम्। न कुत्रचिदपि उग्रतायाः ऊष्णताया: आततेः च परिवेशं समुत्पादयितुम् अनुज्ञातम्।
3357,ये बातें हमेशा याद रखनी चाहिए |,तथ्यमिदम् अस्माभि:
3358,"एकता का स्वर, देश को, कितनी बड़ी ताकत देता है उसका यह उदाहरण है |","ऐक्यस्वरः, राष्ट्राय कियद् महद् बलं प्रददाति, तस्योदाहरणमिदं वर्तते।"
3359,"मेरे प्यारे देशवासियो, 31 अक्टूबर, हमारे देश की पूर्व प्रधानमंत्री श्रीमती इंदिरा जी की हत्या भी उस दिन हुई थी |","मम प्रियाः देशवासिनः, ऑक्टोबरमासे एकत्रिंशत्तमे दिने अस्माकं पूर्व प्रधानमन्त्रिवर्याया: इंदिरा-गान्धी-महाभागायाया: हत्यापि अभवत्। "
3360,देश को एक बहुत बड़ा सदमा लगा था |,अयं देशाय बृहदाघात: आसीत्।
3361,मैं आज उनको भी श्रद्दांजलि देता हूँ |,अहमद्य तस्यै श्रद्धाञ्जलिं समर्पयामि।
3362,"मेरे प्यारे देशवासियो, आज, घर-घर की अगर कोई एक कहानी सब दूर सुनाई देती है, हर गाँव की कोई एक कहानी सुनाई देती है - उत्तर से दक्षिण, पूर्व से पश्चिम, हिंदुस्तान के हर कोने से, एक कहानी सुनाई देती है तो वो है स्वच्छता की |","मम प्रियाः देशवासिन:! अद्य प्रत्येकमपि गृहस्य एका कथा यदि सर्वत्र श्रूयते। प्रत्येकं ग्रामस्य च कथा श्रूयते। उत्तरतो दक्षिणं, पूर्वत: पश्चिमं यावत् च, हिंदुस्थानस्य कोणे कोणे या कथा श्रूयते, सैवास्ति स्वच्छताया:।"
3363,"हर व्यक्ति को, हर परिवार को, हर गाँव को, स्वच्छता के सम्बन्ध में अपने सुखद अनुभवों कहने का मन करता है, क्योंकि, स्वच्छता का यह प्रयास सवा-सौ करोड़ हिन्दुस्तानियों का प्रयास है |","प्रत्येकं जनः, प्रत्येकं परिवारः, प्रत्येकं ग्रामश्च, स्वच्छता सम्बद्धान् आत्मन: सुखदानुभवान् श्रावयितुमिच्छति। यतोहि स्वच्छताया:"
3364,परिणाम के मालिक भी सवा-सौ करोड़ हिन्दुस्तानी ही हैं |, परिणामस्य च अधिकार: सपादैकशत भारतीनामेव विद्यते।
3365,लेकिन एक सुखद अनुभव और रोचक अनुभव भी है |,सुखद: रोचकश्चानुभवो वर्तते।
3366,"मैंने सुना, मैं सोचता हूँ, मैं, आपको भी सुनाऊं |","मया श्रुतम्, विचारयामि, तदहम् भवद्भ्यश्च श्रावयामि।"
3367,"आप कल्पना करिये, विश्व का सबसे ऊँचा battlefield, जहाँ का तापमान शून्य से 50-60 डिग्री minus में चला जाता है |","परिकल्पयन्तु, जगत: सर्वोच्चं युद्धस्थलं यस्य तापमानं शून्यतो 50-60 डिग्रीमित्या नैयून्यं गच्छति।"
3368,हवा में oxygen भी नाम मात्र की होती है |,प्राणवायुरपि ईषदेव भवति।
3369,"इतनी विपरीत परिस्थितियों में, इतनी चुनौतियों के बीच रहना भी, किसी पराक्रम से, कम नहीं है |",एतादृशीषु विपरीतपरिस्थितिषु एतादृशानां समाह्वानानां च मध्ये जीवनयापनं नाम पराक्रमातिरिक्तं न किञ्चिदस्ति।
3370,"ऐसे विकट हालात में, हमारे बहादुर जवान न सिर्फ सीना तान कर देश की सीमाओं की सुरक्षा कर रहे हैं, बल्कि, वहां स्वच्छ सियाचिन अभियान भी चला रहे हैं |","एतादृश्यां विकटस्थितौ अस्माकं वीरभटा: सोत्साहम् उन्नतशिरस्काश्च न केवलं कौशलबलेन देशस्य सीमप्रदेशं रक्षन्ति, अपितु तत्र स्वच्छ-सियाचिनाभियानमपि प्रचालयन्ति।"
3371,भारतीय सेना की इस अद्भुत प्रतिबद्धता के लिए मैं देशवासियों की ओर से उनकी सराहना करता हूँ |,भारतीयसैन्यबलानां अद्भुतप्रतिबद्धतायै अहं देशवासिनां पक्षतो तान् श्लाघयामि।
3372,कृतज्ञता प्रकट करता हूँ |,कार्तज्ञ्यं च प्रकटयामि।
3373,वहां इतनी ठण्ड है कि कुछ भी decompose होना मुश्किल है |,तत्र एतावच्छैत्यं वर्तते यत् कस्यापि पदार्थस्य विघटनं दुष्करं भवति।
3374,"ऐसे में, कूड़े-कचरे को अलग करना और उसका प्रबंधन करना, अपने आप में काफी महत्वपूर्ण काम है |","एवं स्थिते, अवकरप्रबन्धनं महत्त्वपूर्णं कार्यं वर्तते।"
3375,"ऐसे में, glacier और उनके आस-पास के इलाके से 130 टन और उससे भी ज्यादा कचरा हटाना और वो भी यहाँ के fragile eco-system के बीच !","एवंभूते परिवेशे, हिमसंहतेः तत् परिवर्तिभ्यः क्षेत्रेभ्यः त्रिंशदुत्तरैकशतटनमितस्य ततोऽप्यधिकतरस्य च अवकरस्य अपनयनम्, तदपि भिदेलिम्नि पारिस्थितिकतन्त्रे!"
3376,कितनी बड़ी सेवा है ये !,कियती महती सेवा अस्त्येषा!
3377,यह एक ऐसा eco-system है जो हिम तेंदुए जैसी दुर्लभ प्रजातियों का घर है |,इदं तादृशं पारिस्थितिकतन्त्रमस्ति यत्र हिमचित्रकसदृशीनां दुर्लभप्रजातीनां वसतिः वर्तते।
3378,यहाँ ibex और brown bears जैसे दुर्लभ जानवर भी रहते हैं |,"अत्र ibex इति पार्वत्याः अजाः, बभ्रुकभल्लूक सदृशाश्च दुर्लभाः पशवः अपि निवसन्ति।"
3379,हम सब जानते हैं कि यह सियाचिन एक ऐसा glacier है जो नदियों और स्वच्छ पानी का स्त्रोत है इसलिए यहाँ स्वच्छता अभियान चलाने का मतलब है उन लोगों के लिए स्वच्छ जल सुनिश्चित करना जो निचले इलाकों में रहते हैं |,"वयं सर्वे जानीमहे यत् सियाचिनमिदं तादृशं हिमक्षेत्रं वर्तते, यद्धि नदीनां, स्वच्छजलस्य च स्रोतस्त्वेन वर्तते। अत एवात्र स्वच्छताभियानस्य सञ्चालनं नाम तेषां जनानां कृते स्वच्छजलस्य सुनिश्चितीकरणम् अस्ति, ये हि अधःस्थितेषु क्षेत्रेषु निवसन्ति।"
3380,साथ ही Nubra और Shyok जैसी नदियों के पानी का उपयोग करते हैं |,"युगपदेव, Nubra-Shyok सदृशीनां नदीनां जलोपयोगं च कुर्वन्ति।"
3381,"मेरे प्यारे देशवासियो, उत्सव, हम सबके जीवन में एक नई चेतना को जगाने वाला पर्व होता है |","मम प्रियाः देशवासिनः, उत्सवः, अस्माकं सर्वेषां जीवने नूतनायाः चेतनायाः समुद्भावकं पर्व भवति।"
3382,"और दीवाली में तो खासतौर पर कुछ-न-कुछ नया खरीदना, बाजार से कुछ लाना हर परिवार में कम-अधिक मात्रा में होता ही होता है |","तथा च, दीपावल्ल्याः अवसरे तु विशेषतया किञ्चित् अपि अभिनवं वस्तुजातं क्रेतुं, विपणीतः किञ्चित् आदातुं न्यूनाधिक रूपेण प्रत्येकमपि कुटुम्बे प्रयत्यते एव।"
3383,मैंने एक बार कहा था कि हम कोशिश करें - local चीजों को खरीदें |,अहमेकदा उक्तवान् यत् वयं प्रयतेम  स्थानिक वस्तूनि क्रीणीयाम।
3384,हमारी जरुरत की चीज हमारे गाँव से मिलती है तो तहसील में जाने की जरुरत नहीं है |,"अस्मदीयानि आवश्यकवस्तूनि अस्माकं ग्रामेभ्यः एव लभ्यते, तर्हि उपजनपदे गमनस्य आवश्यकता नैवास्ति।"
3385,तहसील में मिलती है तो जिले तक जाने की जरुरत नहीं है |,उपजनपदे लभ्यते चेत् जनपदं यावत् गमनस्य आवश्यकता नास्ति।
3386,"जितना ज्यादा हम अपने local चीजें खरीदने का प्रयास करेंगें, ‘गांधी 150’, अपने आप में एक महान अवसर बन जाएगा |","यावन्ति अधिकतराणि स्थानिक-वस्तूनि क्रेतुं वयं प्रयतिष्यामहे, ‘गांधी सार्धशती’, स्वयमेव अनन्यतमः महान् अवसरः सेत्स्यति।"
3387,"और मेरा तो आग्रह रहता ही है कि हमारे बुनकरों के हाथ से बना हुआ, हमारे खादी वालो के हाथ से बना हुआ, कुछ-न-कुछ तो हमें खरीदना ही चाहिए |","ममायम् अनारतम् आग्रहः भवति, यत् अस्माकं तन्तुवायानां हस्ताभ्यां निर्मितम्, अस्माकं खादीकर्मकराणां हस्ताभ्यां निर्मितं, किमपि किञ्चिदपि च अस्माभिः क्रेतव्यम्।"
3388,"इस दीवाली में भी, दीवाली के पहले तो आपने बहुत कुछ खरीद कर लिया होगा लेकिन बहुत लोग ऐसे भी होते हैं वो सोचते हैं कि दिवाली के बाद जायेंगें तो शायद थोड़ा सस्ता भी मिल जाएगा |","अस्मिन् दीपावलीपर्वणि अपि, दीपावल्याः प्राक् तु भवन्तः बहुमात्रिकं क्रीतवन्तः स्युः। परञ्च बहवो जनाः एतावन्तः अपि भवन्ति, ये विचारयन्ति यत् दीपावल्याः पश्चात् क्रेतुं गमिष्यामः चेत् वस्तूनि किञ्चित् न्यून मूल्यवन्ति प्राप्स्यन्ते।"
3389,तो बहुत लोग होंगे जिनके अभी खरीदी बाकी भी होगी |,अतः बहवः भविष्यन्ति तादृशाः ये नाधुनावधि क्रयणं विहितवन्तः भवेयुः।
3390,"तो दीपावली की शुभकामनाओं के साथ-साथ मैं आपसे आग्रह करूँगा कि आओ हम local खरीदने के आग्रही बनें, स्थानीय चीजें खरीदें |","तर्हि दीपावलीशुभकामनाभिः साकमेव साग्रहमहं कथयामि यत् आगच्छन्तु!
 वयं स्थानिकवस्तुक्रयणस्य आग्रहिणः भवाम, स्थानीय-वस्तूनि च क्रीणीयाम।"
3391,"देखिये, महात्मा गाँधी के सपने को सिद्ध करने में हम भी कितनी अहम भूमिका निभा सकते हैं |","अवलोकयन्तु, महात्मगाँधिनः स्वप्नानि साधयितुं वयमपि कियन्तीं महतीं भूमिकां वोढुं शक्नुमः।"
3392,"मैं फिर एक बार, इस दीपावली के पावन पर्व पर आपको बहुत-बहुत शुभकामनाएं देता हूँ |","अहं पुनरपि, अस्याः दीपावल्याः पावनपर्वणि भवद्भ्यः भूयो भूयः शुभकामनाः वितरामि।"
3393,दीवाली में हम भांति-भांति के पटाखे उसका उपयोग करते हैं |,दीपावल्यां वयं नानाप्रकारकाणि आग्नेयक्रीडनकानि प्रयुञ्जामहे।
3394,"लेकिन, कभी-कभी असावधानी में आग लग जाती है |","परञ्च, कदाचित् अनवधानतया अग्निकाण्डस्य सम्भावना एधते।"
3395,कहीं injury हो जाती है |,कुत्रचित् दाहः आघातश्च भवतः।
3396,मेरा आप सब से आग्रह है कि खुद को भी संभालिये और उत्सव को बड़े उमंग से मनाइये |,"ममायं भवत्सु सर्वेषु आग्रहः, यत् भवन्तः स्वयमपि अवहिताः स्युः, उत्सवञ्च सोत्साहं सभाजयन्तु।"
3397,मेरी बहुत-बहुत शुभकामनाएं |,मम भूयस्यः शुभकामनाः।
3398,बहुत-बहुत धन्यवाद |,कोटिशः धन्यवादाः।
3399,"मन की बात, सितम्बर 2019",‘मनोगतम्’  सितम्बर 2019
3400,"मेरे प्यारे देशवासियो, नमस्कार |","मम प्रियाः देशवासिनः, नमस्कारः!"
3401,"साथियो, आज की ‘मन की बात’ में, देश की उस महान शख्सियत, मैं, उनकी भी बात करूँगा |","अद्य ‘मन की बात’ मनोगतम् इति प्रसारणे, देशस्य महत्व्यक्तित्वविषये अहं संवदिष्यामि।"
3402,"हम सभी हिन्दुस्तानवासियों के दिल में, उनके प्रति बहुत सम्मान है, बहुत लगाव है |","अस्माकं सर्वेषामपि हिन्दुस्थानीयानां हृदये, तां प्रति भूरिशः सम्माननम् अस्ति, तस्याम् अतितरां प्रसक्तिः वर्तते।"
3403,"शायद ही, हिन्दुस्तान का कोई नागरिक होगा, जो, उनके प्रति आदर ना रखता हो, सम्मान ना करता हो |","कदाचिदेव, कश्चन हिन्दुस्थानीयः नागरिकः भवेत्, यो हि तां प्रति आदरं नैव धारयेत्, तस्याः सम्माननं वा नैव कुर्यात्।"
3404,"वो उम्र में हम सभी से बहुत बड़ी हैं, और देश के अलग-अलग पड़ावों, अलग-अलग दौर की, वो साक्षी हैं |","आयुषि सा अस्मासु सर्वेषु ज्येष्ठा, तथा च, देशस्य पृथक् पृथक् घटनानां पृथक् पृथक् कालस्य च साक्षिणी अस्ति।"
3405,हम उन्हें दीदी कहते हैं – ‘लता दीदी’ |,"वयं तां ‘दीदी’ इति, ‘लता दीदी’नाम्ना आकारयामः।"
3406,"वो, इस 28 सितम्बर को 90 वर्ष की हो रही हैं |","सा, ऐषमः सेप्टेम्बरमासीये अष्टाविंशतितमे दिने नवतिवर्षीया भवति।"
3407,"विदेश यात्रा पर निकलने से पहले, मुझे, दीदी से फ़ोन पर बात करने का सौभाग्य मिला था |","विदेशयात्रायै प्रस्थानात् प्राक्, अहं, दीदी महाभागया साकं सम्भाषणस्य सौभाग्यम् प्राप्तवान्।"
3408,"ये बातचीत वैसे ही थी, जैसे, बहुत दुलार में, छोटा भाई, अपनी बड़ी बहन से बात करता है |","इदं सम्भाषणं तादृशम् एव आसीत्, यथा, अतितरां प्रेम्णा, अनुजः भ्राता, निजाग्रजया भगिन्या सम्भाषते।"
3409,"मैं, इस तरह के व्यक्तिगत संवाद के बारे में, कभी बताता नहीं, लेकिन आज चाहता हूँ, कि, आप भी, लता दीदी की बातें सुनें, उस बातचीत को सुनें |","अहं, एवंप्रकारकस्य वैयक्तिकस्य संवादस्य विषये, न कदाचिदपि किमपि सूचयामि। परन्तु अद्य वाञ्छामि यत्, भवन्तः अपि, लतादीदी महाभागायाः सम्भाषणं शृण्वन्तु।"
3410,"सुनिये, कि कैसे, आयु के इस पड़ाव में भी लता दीदी, देश से जुड़ी तमाम बातों के लिये उत्सुक हैं, तत्पर हैं, और जीवन का संतोष भी, भारत की प्रगति में है, बदलते हुई भारत में है, नई ऊंचाईयों को छू रहे भारत में है |","शृण्वन्तु, यत् केन प्रकारेण, आयुषः अस्मिन् क्षणेऽपि लतादीदी, देशेन सम्बद्धानां सर्वेषामपि वृत्तानां विषयान् सम्भाषितुं उत्सुकास्ति, तत्परास्ति। तथा च जीवनस्य सन्तोषः अपि, भारतस्य प्रगतौ वर्तते। परिवर्तमाने भारते अस्ति, नूतनोच्छ्रिततां स्पृश्यमाने भारते अस्ति।"
3411,मोदी जी :,श्रीमोदी :
3412,"लता दीदी, प्रणाम!
 मैं नरेंद्र मोदी बोल रहा हूँ |","लतादीदी, प्रणमामि!
अहं नरेंद्रमोदी वदामि।"
3413,लता जी :,लताजी :
3414,"प्रणाम,मोदी जी :","प्रणामः, श्रीमोदी :"
3415,"मैंने फ़ोन इसलिए किया, क्योंकि, इस बार आपके जन्मदिन पर....लता जी :","अहं दूरभाषं कृतवान् यतो हि, भवत्याः जन्मदिनस्य अस्मिन् क्रमे
 लताजी :"
3416,"हाँ हाँमोदी जी :
 मैं हवाई जहाज में travelling कर रहा हूँ |","एवम् एवम् श्रीमोदी:
अहं विमानेन यात्रां विदधामि।"
3417,लता जी :,लताजी :
