,Kannada,Sanskrit,devanagari_kannada
3471,ಮತ್ತು ತಮ್ಮ ಮಕ್ಕಳಿಗೆ ಬೀಡಿ ಸಿಗರೇಟ್ ನ ದುರಭ್ಯಾಸವಾಗದಂತೆ ನೋಡಿಕೊಳ್ಳುತ್ತಾರೆ.,असौ इच्छति यत्तस्य सन्ततयः धूम्रपानस्य अभ्यस्ताः नैव भवेयुः।,मत्तु तम्म मक्कळिगॆ बीडि सिगरेट् न दुरभ्यासवागदंतॆ नोडिकॊळ्ळुत्तारॆ.
3472,ಕುಟುಂಬದ ಯಾವುದೇ ಸದಸ್ಯರು ಧೂಮಪಾನ ಮಾಡದಿರಲಿ ಎಂಬುದೇ ಅವರ ಪ್ರಯತ್ನವಾಗಿರುತ್ತದೆ.,असौ हि प्रयासं करोति यत् परिवारस्य कोऽपि सदस्यः धूम्रपानं न कुर्यात्।,कुटुंबद यावुदे सदस्यरु धूमपान माडदिरलि ऎंबुदे अवर प्रयत्नवागिरुत्तदॆ.
3473,ಧೂಮಪಾನ ಮಾಡುವುದರಿಂದ ಮತ್ತು ತಂಬಾಕಿನಿಂದ ಶರೀರಕ್ಕೆ ಬಹಳ ಹಾನಿಯಾಗುವುದೆಂದು ಅವರಿಗೆ ಗೊತ್ತು.,एषः जानाति यत् धूम्रपानेन शरीरस्य महती हानिः भवति।,धूमपान माडुवुदरिंद मत्तु तंबाकिनिंद शरीरक्कॆ बहळ हानियागुवुदॆंदु अवरिगॆ गॊत्तु.
3474,ಸಿಗರೇಟ್ ನಿಂದಾಗುವ ಹಾನಿಯ ಕುರಿತು ಅವರಿಗೆ ಯಾವುದೇ ಭ್ರಮೆಯಿಲ್ಲ.,सिगरेट दुष्प्रभावविषये कोऽपि भ्रमः न अस्ति।,सिगरेट् निंदागुव हानिय कुरितु अवरिगॆ यावुदे भ्रमॆयिल्ल.
3475,"ಅದರಿಂದ ನಷ್ಟವಾಗುತ್ತದೆ ಎಂಬುದು ಮಾರುವವರಿಗೂ, ಸೇದುವವರಿಗೂ ಮತ್ತು ನೋಡುವವರಿಗೂ ತಿಳಿದಿದೆ.
ಆದರೆ E – ಸಿಗರೇಟ್ ವಿಷಯ ಬಹಳ ಭಿನ್ನವಾದದ್ದು.","एषः दुष्प्रभावकारकः अस्ति, इति विक्रेता जानाति।","अदरिंद नष्टवागुत्तदॆ ऎंबुदु मारुववरिगू, सेदुववरिगू मत्तु नोडुववरिगू तिळिदिदॆ.
आदरॆ E – सिगरेट् विषय बहळ भिन्नवादद्दु."
3476,E – ಸಿಗರೇಟ್ ಬಗ್ಗೆ ಜನರಲ್ಲಿ ಜಾಗೃತಿಯಿಲ್ಲ.,"धूम्रपानकर्ता जानाति, द्रष्टा चापि जानाति।",E – सिगरेट् बग्गॆ जनरल्लि जागृतियिल्ल.
3477,ಅವರಿಗೆ ಇದರಿಂದಾಗುವ ದುಷ್ಪರಿಣಾಮಗಳ ಬಗ್ಗೆ ಸಂಪೂರ್ಣವಾಗಿ ತಿಳಿದಿಲ್ಲ.,परं ई-सिगरेट विषयः पूर्णतः भिन्नः अस्ति।,अवरिगॆ इदरिंदागुव दुष्परिणामगळ बग्गॆ संपूर्णवागि तिळिदिल्ल.
3478,ಹಾಗಾಗಿ ಕೆಲವೊಮ್ಮೆ ಕುತೂಹಲಕ್ಕಾಗಿ ಕದ್ದುಮುಚ್ಚಿ E – ಸಿಗರೇಟ್ ಮನೆಯನ್ನು ಪ್ರವೇಶಿಸುತ್ತದೆ.,ई-सिगरेट विषये जनेषु एतादृशी जागृतिः नास्ति।,हागागि कॆलवॊम्मॆ कुतूहलक्कागि कद्दुमुच्चि E – सिगरेट् मनॆयन्नु प्रवेशिसुत्तदॆ.
3479,ಅಲ್ಲದೆ ಜಾದೂ ತೋರಿಸುತ್ತೇನೆ ಎಂದು ಮಕ್ಕಳು ಒಬ್ಬರಿಗೊಬ್ಬರು ಇದನ್ನು ತೋರಿಸುತ್ತಿರುತ್ತಾರೆ.,ते एतत्संकटं प्रति पूर्णतया अनभिज्ञाः सन्ति। एतेनैव कारणेन कदाचित् कौतूहलवशात् ई-सिगरेट इति गृहे प्रविशति।,अल्लदॆ जादू तोरिसुत्तेनॆ ऎंदु मक्कळु ऒब्बरिगॊब्बरु इदन्नु तोरिसुत्तिरुत्तारॆ.
3480,ಕುಟುಂಬದಲ್ಲಿ ತಂದೆ ತಾಯಿಯರ ಎದುರು ಕೂಡಾ ನಿಮಗೆ ಮ್ಯಾಜಿಕ್ ತೋರಿಸುವೆ.,यदा कदाचित्तु बालाः परस्परं कौतुकप्रदर्शनउपालम्भेन एतस्य सेवनं कुर्वन्ति।,कुटुंबदल्लि तंदॆ तायियर ऎदुरु कूडा निमगॆ म्याजिक् तोरिसुवॆ.
3481,ನೋಡಿ ನನ್ನ ಬಾಯಿಂದ ಹೊಗೆ ಬಿಡುತ್ತೇನೆ.,परिवारेषु पितॄणां समक्षं बालाः कथयन्ति ‘‘यद् पश्यन्तु!,नोडि नन्न बायिंद हॊगॆ बिडुत्तेनॆ.
3482,ಮಾಯಾಜಾಲದ ಪಟ್ಟುಗಳನ್ನು ತೋರಿಸುತ್ತಿರುವಂತೆ ಕುಟುಂಬದವರೆಲ್ಲ ಚಪ್ಪಾಳೆ ತಟ್ಟುತ್ತಾರೆ.,"अहं अग्निं विना, अग्निशलाकानां प्रयोगं न कृत्वाऽपि धूम्रं उत्पादयामि’’ इति।",मायाजालद पट्टुगळन्नु तोरिसुत्तिरुवंतॆ कुटुंबदवरॆल्ल चप्पाळॆ तट्टुत्तारॆ.
3483,ಒಮ್ಮೆ ಮಕ್ಕಳು ಮತ್ತು ಯುವಕರು ಈ ವ್ಯಸನದ ಕರಾಳ ಮುಷ್ಟಿಯಲ್ಲಿ ಸಿಲುಕಿದರೆ ಕ್ರಮೇಣ ಅವರು ಅರಿವಿಲ್ಲದೇ ಅದರ ದಾಸರಾಗಿಬಿಡುತ್ತಾರೆ ಎಂಬುದು ತಿಳಿಯುವುದೇ ಇಲ್ಲ.,"एवं बालाः माया खेलं कुर्वन्ति, परिवारजनाश्चापि तं दृष्ट्वा करतलध्वनिं कुर्वन्ति।",ऒम्मॆ मक्कळु मत्तु युवकरु ई व्यसनद कराळ मुष्टियल्लि सिलुकिदरॆ क्रमेण अवरु अरिविल्लदे अदर दासरागिबिडुत्तारॆ ऎंबुदु तिळियुवुदे इल्ल.
3484,"ಆ ದುಶ್ಚಟಕ್ಕೆ ಬಲಿಯಾಗಿಬಿಡುತ್ತಾರೆ.
ನಮ್ಮ ಯುವಶಕ್ತಿ ವಿನಾಶದ ಹಾದಿಯಲ್ಲಿ ನಡೆದುಬಿಡುತ್ತದೆ.","एवं एकदा यदि कस्यचित् परिवारस्य बालाः अस्मिन् दुष्चक्रे आपतन्ति, तदा ते शनैः शनैः अस्य मदस्य अभ्यस्ताः भवन्ति।","आ दुश्चटक्कॆ बलियागिबिडुत्तारॆ.
नम्म युवशक्ति विनाशद हादियल्लि नडॆदुबिडुत्तदॆ."
3485,"ವಾಸ್ತವದಲ್ಲಿ E – ಸಿಗರೇಟ್ ನಲ್ಲಿ ಹಲವಾರು ಹಾನಿಕಾರಕ ರಾಸಾಯನಿಕಗಳನ್ನು ಸೇರಿಸಲಾಗುತ್ತದೆ.
ಅವು ಆರೋಗ್ಯದ ಮೇಲೆ ದುಷ್ಪರಿಣಾಮ ಬೀರುತ್ತವೆ.",एवं अस्माकं युवजनाः अनायासेन पथभ्रष्टाः जायन्ते।,"वास्तवदल्लि E – सिगरेट् नल्लि हलवारु हानिकारक रासायनिकगळन्नु सेरिसलागुत्तदॆ.
अवु आरोग्यद मेलॆ दुष्परिणाम बीरुत्तवॆ."
3486,ನಮ್ಮ ಸುತ್ತಮುತ್ತ ಯಾರಾದರೂ ಧೂಮಪಾನ ಮಾಡಿದರೆ ಅದರ ದುರ್ಗಂಧದಿಂದಲೇ ನಮಗೆ ಅದರ ಅರಿವಾಗುತ್ತದೆ ಎಂದು ನಿಮಗೆಲ್ಲ ಗೊತ್ತು.,वस्तुतः ई-सिगरेट इत्यत्र एतादृशीनि हानिकराणि रसायनानि मिश्रितानि भवन्ति येषां अतीव दुष्प्रभावः स्वास्थ्यस्योपरि आपतति।,नम्म सुत्तमुत्त यारादरू धूमपान माडिदरॆ अदर दुर्गंधदिंदले नमगॆ अदर अरिवागुत्तदॆ ऎंदु निमगॆल्ल गॊत्तु.
3487,ಅವರ ಜೇಬಿನಲ್ಲಿ ಸಿಗರೇಟ್ ಪ್ಯಾಕೆಟ್ ಇದೆಯೆಂಬುದು ಕೂಡಾ ದುರ್ಗಂಧದಿಂದಲೇ ತಿಳಿಯುತ್ತದೆ.,भवन्तः जानन्ति यदा कोऽपि अस्माकं अन्तिके धूम्रपानं करोति तदा वयं गन्धेन तस्य संज्ञानं कुर्मः।,अवर जेबिनल्लि सिगरेट् प्याकॆट् इदॆयॆंबुदु कूडा दुर्गंधदिंदले तिळियुत्तदॆ.
3488,ಆದರೆ E – ಸಿಗರೇಟ್ ನಲ್ಲಿ ಈ ಪ್ರಮೇಯವಿಲ್ಲ.,परं ई-सिगरेट् इत्यनेन साकं एषा स्थितिः न वर्तते।,आदरॆ E – सिगरेट् नल्लि ई प्रमेयविल्ल.
3489,"ಇಂಥ ಪರಿಸ್ಥಿತಿಯಲ್ಲಿ ಮಕ್ಕಳು ಇಲ್ಲವೆ ಯುವಕರು ಅರಿಯದೇ ಕೆಲವೊಮ್ಮೆ ಫ್ಯಾಶನ್ ಪ್ರತೀಕವೆಂದು ಹೆಮ್ಮೆಯಿಂದ ತಮ್ಮ ಪುಸ್ತಕಗಳ ಜೊತೆಗೆ, ಕಛೇರಿಯಲ್ಲಿ, ಜೇಬಿನಲ್ಲಿ, ಕೆಲವೊಮ್ಮೆ ಕೈಯಲ್ಲಿ ಹಿಡಿದು ತಿರುಗಾಡುವುದು ಕಂಡುಬರುತ್ತಿದೆ.","अनेके किशोराः युवजनाश्च अनभिज्ञतया स्वीय विद्यालये, कार्यालयेषु वा हस्ते स्यूते वा एतत्गृहीत्वा सगर्वं भ्रमन्ति। ते हि शीघ्रमेव एतस्य व्यसनिनः जायन्ते","इंथ परिस्थितियल्लि मक्कळु इल्लवॆ युवकरु अरियदे कॆलवॊम्मॆ फ्याशन् प्रतीकवॆंदु हॆम्मॆयिंद तम्म पुस्तकगळ जॊतॆगॆ, कछेरियल्लि, जेबिनल्लि, कॆलवॊम्मॆ कैयल्लि हिडिदु तिरुगाडुवुदु कंडुबरुत्तिदॆ."
3490,ಹೀಗೆ ಅವರು ಅದಕ್ಕೆ ಬಲಿಯಾಗುತ್ತಿದ್ದಾರೆ.,युवजनाः अस्माकं देशस्य सम्पदारूपाः सन्ति।,हीगॆ अवरु अदक्कॆ बलियागुत्तिद्दारॆ.
3491,ಯುವಜನತೆ ದೇಶದ ಭವಿಷ್ಯ.,अस्माभिः ई-सिगरेट धूम्रवर्तिका प्रतिबन्धीकृता येन प्रमत्ततायाः एषः दुरभ्यासः अस्माकं युवदेशं न नाशयेत्।,युवजनतॆ देशद भविष्य.
3492,"ವ್ಯಸನದ ಈ ಹೊಸ ಮಾರ್ಗ ನಮ್ಮ ಯುವ ರಾಷ್ಟ್ರವನ್ನು ನಾಶ ಮಾಡುವುದನ್ನು ತಡೆಯಲು, ಪ್ರತಿ ಕುಟುಂಬದ ಕನಸುಗಳನ್ನು ತುಳಿದುಹಾಕಬಾರದು ಎಂದು, ಮಕ್ಕಳ ಜೀವನ ಹಾಳಾಗಬಾರದೆಂದು, ಈ ರೋಗ, ಈ ದುಶ್ಚಟ ಸಮಾಜದಲ್ಲಿ ಬೇರು ಬಿಡದಿರಲಿ ಎಂದು E – ಸಿಗರೇಟ್ ಮೇಲೆ ನಿರ್ಭಂಧ ಹೇರಲಾಗಿದೆ.","तेषां परिवारजनानां च आकांक्षाणां खण्डनं न भवेत्।
बालानां जीवनं व्यर्थं न भवेत्।","व्यसनद ई हॊस मार्ग नम्म युव राष्ट्रवन्नु नाश माडुवुदन्नु तडॆयलु, प्रति कुटुंबद कनसुगळन्नु तुळिदुहाकबारदु ऎंदु, मक्कळ जीवन हाळागबारदॆंदु, ई रोग, ई दुश्चट समाजदल्लि बेरु बिडदिरलि ऎंदु E – सिगरेट् मेलॆ निर्भंध हेरलागिदॆ."
3493,ನಾನು ನಿಮ್ಮೆಲ್ಲರನ್ನು ಆಗ್ರಹಿಸುತ್ತೇನೆ.,एषः रोगः दुरभ्यासश्च अस्माकं समाजे जडतायाः स्थापनं न कुर्यात्।,नानु निम्मॆल्लरन्नु आग्रहिसुत्तेनॆ.
3494,ತಂಬಾಕು ವ್ಯಸನವನ್ನು ಬಿಟ್ಟುಬಿಡಿ ಮತ್ತು E – ಸಿಗರೇಟ್ ಕುರಿತು ತಪ್ಪು ಕಲ್ಪನೆ ಬೆಳೆಸಿಕೊಳ್ಳಬೇಡಿ.,अहं भवतः साग्रहं कथयामि यत् तमाखोः व्यसनं मुञ्चन्तु। ई-सिगरेट् इत्येतत् प्रति च कमपि मिथ्याभ्रमं न पालयन्तु।,तंबाकु व्यसनवन्नु बिट्टुबिडि मत्तु E – सिगरेट् कुरितु तप्पु कल्पनॆ बॆळॆसिकॊळ्ळबेडि.
3495,ಬನ್ನಿ ನಾವೆಲ್ಲ ಸೇರಿ ಒಂದು ಆರೋಗ್ಯವಂತ ಭಾರತವನ್ನು ಕಟ್ಟೋಣ.,आगच्छन्तु! वयं सर्वे मिलित्वा स्वस्थ-भारतस्य निर्माणं कुर्याम।,बन्नि नावॆल्ल सेरि ऒंदु आरोग्यवंत भारतवन्नु कट्टोण.
3496,ನಿಮಗೆ ಫಿಟ್ ಇಂಡಿಯಾ ನೆನಪಿದೆ ಅಲ್ಲವೆ?,अपि भवन्तः ‘फिट् इण्डिया’ इत्येनं कार्यक्रमं स्मरन्ति।,निमगॆ फिट् इंडिया नॆनपिदॆ अल्लवॆ?
3497,ಬೆಳಿಗ್ಗೆ ಸಂಜೆ ಕೈಕಾಲಿಗೆ ಕಸರತ್ತು ನೀಡುತ್ತಾ ಎರಡೆರಡು ಗಂಟೆ ಜಿಮ್ ಗೆ ಹೋದರೆ ಫಿಟ್ ಇಂಡಿಯಾ ನಿರ್ಮಾಣವಾಗುತ್ತದೆ ಎಂದರ್ಥವಲ್ಲ.,अस्माभिः ध्यातव्यं यत् प्रातः सायं होराद्वयं व्यायामशालायां गमनेनैव ‘फिट इण्डिया’ कार्यक्रमः सार्थकः न भविष्यति।,बॆळिग्गॆ संजॆ कैकालिगॆ कसरत्तु नीडुत्ता ऎरडॆरडु गंटॆ जिम् गॆ होदरॆ फिट् इंडिया निर्माणवागुत्तदॆ ऎंदर्थवल्ल.
3498,ಫಿಟ್ ಇಂಡಿಯಾಗಾಗಿ ಈ ದುಶ್ಚಟಗಳಿಂದಲೂ ದೂರ ಇರಬೇಕಾಗುತ್ತದೆ.,‘फिट इण्डिया’ इत्यस्य कृते एतस्याः भ्रान्त धारणायाः उन्मूलनं अनिवार्यमस्ति।,फिट् इंडियागागि ई दुश्चटगळिंदलू दूर इरबेकागुत्तदॆ.
3499,"ನನ್ನ ಮಾತುಗಳು ನಿಮ್ಮ ಮನ ನೋಯಿಸುವುದಿಲ್ಲ, ನಿಮಗೆ ಹಿತವಾಗಿಯೇ ಇವೆ ಎಂದು ನನಗೆ ವಿಶ್ವಾಸವಿದೆ.","अहं विश्वसिमि यत् भवन्तः मम परामर्शं अन्यथा न अभिज्ञास्यन्ति, सकारात्मकरूपेण गृहीष्यन्ति।","नन्न मातुगळु निम्म मन नोयिसुवुदिल्ल, निमगॆ हितवागिये इवॆ ऎंदु ननगॆ विश्वासविदॆ."
3500,"ನನ್ನ ಪ್ರಿಯ ಸೋದರ ಸೋದರಿಯರೇ, ನಮ್ಮ ಭಾರತ ದೇಶ ಸ್ವಾರ್ಥವನ್ನು ತೊರೆದು ಬೇರೆಯವರ ಹಿತಕ್ಕಾಗಿಯೇ ತಮ್ಮ ಸಂಪೂರ್ಣ ಜೀವನವನ್ನು ಮುಡಿಪಾಗಿಟ್ಟಂತಹ ಹಲವಾರು ಜನರ ಜನ್ಮಭೂಮಿಯಾಗಿದೆ ಮತ್ತು ಕರ್ಮಭೂಮಿಯೂ ಆಗಿದೆ ಎಂಬುದು ನಮ್ಮೆಲ್ಲರ ಸೌಭಾಗ್ಯ, ನಮ್ಮ ಭಾರತ ಮಾತೆ, ನಮ್ಮ ದೇಶ ಬಹುರತ್ನ ವಸುಂಧರೆ.","मम प्रियाः भगिन्यः भ्रातारश्च!
 एषः हि अस्मत्कृते सौभाग्यविषयः यदस्माकं भारतवर्षं एतादृशानां असाधारण जनानां जन्मकर्मभूमिश्चाभवत् यैः आत्मनः कृते नैव, अपितु अन्येषां कल्याणाय जीवनं अर्पितम्।","नन्न प्रिय सोदर सोदरियरे, नम्म भारत देश स्वार्थवन्नु तॊरॆदु बेरॆयवर हितक्कागिये तम्म संपूर्ण जीवनवन्नु मुडिपागिट्टंतह हलवारु जनर जन्मभूमियागिदॆ मत्तु कर्मभूमियू आगिदॆ ऎंबुदु नम्मॆल्लर सौभाग्य, नम्म भारत मातॆ, नम्म देश बहुरत्न वसुंधरॆ."
3501,ಬಹಳಷ್ಟು ಮಾನವ ರತ್ನಗಳು ಈ ಭೂಮಿಯ ಮೇಲೆ ಜನ್ಮತಾಳಿವೆ.,"एषा अस्माकं भारतमाता, अस्माकं जन्मभूमिः बहुरत्ना वसुंधरा चास्ति।",बहळष्टु मानव रत्नगळु ई भूमिय मेलॆ जन्मताळिवॆ.
3502,ಭಾರತ ಇಂಥ ಅಸಾಧಾರಾಣ ವ್ಯಕ್ತಿಗಳ ಜನ್ಮಭೂಮಿಯಾಗಿದೆ ಮತ್ತು ಕರ್ಮಭೂಮಿಯೂ ಆಗಿದೆ.,अनेकानि मानव रत्नानि एतया उत्पादितानि सन्ति। ,भारत इंथ असाधाराण व्यक्तिगळ जन्मभूमियागिदॆ मत्तु कर्मभूमियू आगिदॆ.
3503,ಅವರೆಲ್ಲ ತಮಗಾಗಿ ಅಲ್ಲದೇ ಬೇರೆಯವರಿಗಾಗಿ ಜೀವನ ಸವೆಸಿದವರು.,यैः अन्येषां कृते स्वीयं जीवनं समर्पितं।,अवरॆल्ल तमगागि अल्लदे बेरॆयवरिगागि जीवन सवॆसिदवरु.
3504,ಇಂಥ ಮಹಾನ್ ವ್ಯಕ್ತಿತ್ವವನ್ನು ಅಕ್ಟೋಬರ್ 13 ರಂದು ವ್ಯಾಟಿಕನ್ ಸಿಟಿಯಲ್ಲಿ ಸನ್ಮಾನಿಸಲಾಗುತ್ತಿದೆ.,एतादृशा एका विभूतिः त्रयोदशे ओक्टोबरे वेटिकन नगर्यां सम्मान्यते।,इंथ महान् व्यक्तित्ववन्नु अक्टोबर् 13 रंदु व्याटिकन् सिटियल्लि सन्मानिसलागुत्तिदॆ.
3505,ಮುಂಬರುವ ಅಕ್ಟೋಬರ್ 13 ರಂದು ಪೋಪ್ ಫ್ರಾನ್ಸಿಸ್ ಅವರು ಮರಿಯಮ್ ಥ್ರೆಸಿಯಾ ಅವರನ್ನು ಸಂತರೆಂದು ಘೋಷಿಸಲಿದ್ದಾರೆ ಎಂಬುದು ಪ್ರತಿ ಭಾರತೀಯನಿಗೂ ಹೆಮ್ಮೆಯ ವಿಷಯವಾಗಿದೆ.,"एषा हि सर्वेषां भारतीयानां कृते गर्वस्य विषयः, यत् आगामिनि त्रयोदशे ओक्टोबरे पोप फ्रांसिसः मरियम थे्रसिया महाभागा ‘सन्त’ इत्युपाधिना अलंकृता करिष्यते।",मुंबरुव अक्टोबर् 13 रंदु पोप् फ्रान्सिस् अवरु मरियम् थ्रॆसिया अवरन्नु संतरॆंदु घोषिसलिद्दारॆ ऎंबुदु प्रति भारतीयनिगू हॆम्मॆय विषयवागिदॆ.
3506,ಸಿಸ್ಟರ್ ಮರಿಯಮ್ ಥ್ರೆಸಿಯಾ ತನ್ನ 50 ವರ್ಷಗಳ ಜೀವಿತಾವಧಿಯಲ್ಲಿ ಮಾನವ ಕುಲಕ್ಕಾಗಿ ಮಾಡಿದ ಸೇವೆ ಸಂಪೂರ್ಣ ವಿಶ್ವಕ್ಕೆ ಮಾದರಿಯಾಗಿದೆ.,सिस्टर मरियम थे्रसिया महाभागया स्वीय पंचाशत्वर्षाणां जीवनकाले मानवतायाः कल्याणाय यानि कार्याणि कृतानि तानि अखिलविश्वस्य कृते दृष्टान्तरूपाणि सन्ति।,सिस्टर् मरियम् थ्रॆसिया तन्न 50 वर्षगळ जीवितावधियल्लि मानव कुलक्कागि माडिद सेवॆ संपूर्ण विश्वक्कॆ मादरियागिदॆ.
3507,ಸಮಾಜ ಸೇವೆ ಮತ್ತು ಶಿಕ್ಷಣ ಕ್ಷೇತ್ರದಲ್ಲಿ ಅವರಿಗೆ ಬಹಳ ಆಸಕ್ತಿಯಿತ್ತು.,समाजसेवा शिक्षायाश्च कृते तस्यां अद्भुतं समर्पणं आसीत्।,समाज सेवॆ मत्तु शिक्षण क्षेत्रदल्लि अवरिगॆ बहळ आसक्तियित्तु.
3508,"ಅವರು ಹಲವಾರು ಶಾಲೆಗಳು, ವಿದ್ಯಾರ್ಥಿ ನಿಲಯ, ಅನಾಥಾಲಯ ನಿರ್ಮಾಣ ಮಾಡಿದ್ದಾರೆ ಮತ್ತು ಜೀವನಪೂರ್ತಿ ಈ ದಿಕ್ಕಿನಲ್ಲೇ ಸಾಗುತ್ತಿದ್ದರು.","सा हि अनेकेषां विद्यालयानां, छात्रावासानां अनाथालयानां च स्थापनं कारितवती, आजीवनं च एतस्मिन् संकल्पे संलग्ना आसीत्","अवरु हलवारु शालॆगळु, विद्यार्थि निलय, अनाथालय निर्माण माडिद्दारॆ मत्तु जीवनपूर्ति ई दिक्किनल्ले सागुत्तिद्दरु."
3509,"ಸಿಸ್ಟರ್ ಥ್ರೆಸಿಯಾ ಯಾವುದೇ ಕೆಲಸವಿರಲಿ ಅದನ್ನು ನಿಷ್ಠೆಯಿಂದ, ಶೃದ್ಧೆಯಿಂದ, ಸಂಪೂರ್ಣ ಸಮರ್ಪಣಾ ಭಾವದೊಂದಿಗೆ ಪೂರ್ಣಗೊಳಿಸಿದ್ದಾರೆ.",सिस्टर-थे्रसिया-महाभागया यदपि कार्यं स्वीकृतं तत् समर्पणभावेन सम्पादितम्,"सिस्टर् थ्रॆसिया यावुदे कॆलसविरलि अदन्नु निष्ठॆयिंद, शृद्धॆयिंद, संपूर्ण समर्पणा भावदॊंदिगॆ पूर्णगॊळिसिद्दारॆ."
3510,ಅವರು Congregation of the Sisters of the Holy Family ಸ್ಥಾಪಿಸಿದ್ದಾರೆ.,तया ‘कांग्रिगेशन ओफ दि सिस्टर्स ओफ दी होली फैमिली’ इत्येषा संस्था स्थापिता। ,अवरु Congregation of the Sisters of the Holy Family स्थापिसिद्दारॆ.
3511,ಇಂದಿಗೂ ಅದು ಅವರ ಜೀವನದರ್ಶನ ಮತ್ತು ಗುರಿಯನ್ನು ಮುನ್ನಡೆಸಿಕೊಂಡು ಸಾಗಿದೆ.,या हि अद्यापि तस्याः जीवनदर्शनं संकल्पं च संचालयति।,इंदिगू अदु अवर जीवनदर्शन मत्तु गुरियन्नु मुन्नडॆसिकॊंडु सागिदॆ.
3512,"ನಾನು ಮತ್ತೊಮ್ಮೆ ಸಿಸ್ಟರ್ ಮರಿಯಮ್ ಥ್ರೆಸಿಯಾ ಅವರಿಗೆ ಶೃದ್ಧಾಂಜಲಿ ಸಮರ್ಪಿಸುತ್ತೇನೆ.
ಮತ್ತು ಎಲ್ಲ ಭಾರತೀಯರಿಗೆ, ವಿಶೇಷವಾಗಿ ಕ್ರಿಶ್ಚಿಯನ್ ಸೋದರ ಸೋದರಿಯರಿಗೆ ಈ ಸಾಧನೆಗೆ ಅಭಿನಂದನೆ ಸಲ್ಲಿಸುತ್ತೇನೆ.",अहं पुनरेकवारं सिस्टर मरिय थे्रसिया महाभागां श्रद्धांजलिं अर्पयामि। भारतीयेभ्यः विशेषतश्च ईसाई भ्रातृभगिनिभ्यश्च एतत् उपलब्धिं उपलक्ष्य भूरिशः अभिनन्दनं करोमि।,"नानु मत्तॊम्मॆ सिस्टर् मरियम् थ्रॆसिया अवरिगॆ शृद्धांजलि समर्पिसुत्तेनॆ.
मत्तु ऎल्ल भारतीयरिगॆ, विशेषवागि क्रिश्चियन् सोदर सोदरियरिगॆ ई साधनॆगॆ अभिनंदनॆ सल्लिसुत्तेनॆ."
3513,"ನನ್ನ ಪ್ರಿಯ ದೇಶ ಬಾಂಧವರೇ, ಇಂದು ನಾವು ಗಾಂಧೀ – 150 ಆಚರಿಸುತ್ತಿರುವ ಸಂದರ್ಭದಲ್ಲಿ 130 ಕೋಟಿ ದೇಶಬಾಂಧವರು Single Use Plastic ನಿಂದ ಮುಕ್ತರಾಗುವ ಪಣ ತೊಟ್ಟಿರುವುದು ಕೇವಲ ಭಾರತ ದೇಶಕ್ಕಲ್ಲ ಸಂಪೂರ್ಣ ವಿಶ್ವಕ್ಕೆ ಹೆಮ್ಮೆಯ ವಿಷಯವಾಗಿದೆ.","मम प्रियाः देशवासिनः! न केवलं भारताय अपितु अखिलविश्वाय गर्वास्पदं विषयः अस्ति यत् वयं यदा महात्मागांधिनः सार्धपंचशती समारोहं आयोजयामः, तदा भारतस्य त्रिंशदुत्तरएकशतकोटिमितैः नागरिकैः एकलप्रयुक्तप्लास्टिक इति घट्यातुतः मुक्तिसंकल्पः अंगीकृतः अस्ति।","नन्न प्रिय देश बांधवरे, इंदु नावु गांधी – 150 आचरिसुत्तिरुव संदर्भदल्लि 130 कोटि देशबांधवरु Single Use Plastic निंद मुक्तरागुव पण तॊट्टिरुवुदु केवल भारत देशक्कल्ल संपूर्ण विश्वक्कॆ हॆम्मॆय विषयवागिदॆ."
3514,ಪರಿಸರ ಸಂರಕ್ಷಣೆಯಲ್ಲಿ ಭಾರತ ಸಂಪೂರ್ಣ ವಿಶ್ವದಲ್ಲೇ ಯಾವ ರೀತಿ ನಾಯಕತ್ವವಹಿಸಿದೆ ಎಂಬುದನ್ನು ನೋಡಿ ಎಲ್ಲ ದೇಶಗಳ ದೃಷ್ಟಿ ಭಾರತದ ಮೇಲೆ ನೆಟ್ಟಿದೆ.,पर्यावरण संरक्षणाय भारतेन अखिलविश्वे यावती अग्रगम्या भूमिका प्रदर्शिताऽस्ति तां अभिलक्ष्य अद्य सर्वेषामपि देशानां दृष्टिः भारतस्योपरि केन्द्रिता अस्ति।,परिसर संरक्षणॆयल्लि भारत संपूर्ण विश्वदल्ले याव रीति नायकत्ववहिसिदॆ ऎंबुदन्नु नोडि ऎल्ल देशगळ दृष्टि भारतद मेलॆ नॆट्टिदॆ.
